# BUSCO version is: 3.0.2 
# The lineage dataset is: arthropoda_odb9 (Creation date: 2017-02-07, number of species: 60, number of BUSCOs: 1066)
# To reproduce this run: python /home/she/opt/busco-master/scripts/run_BUSCO.py -i LS17_Trinity.fasta -o LS17_busco -l /home/she/database/arthropoda_odb9/ -m transcriptome -c 20
#
# Busco id	Status	Sequence	Score	Length
EOG090X0007	Duplicated	TRINITY_DN11352_c0_g1_i1	278.9	614
EOG090X0007	Duplicated	TRINITY_DN40397_c2_g6_i1	323.2	1046
EOG090X0007	Duplicated	TRINITY_DN40397_c2_g6_i2	310.0	1048
EOG090X002Z	Missing
EOG090X005G	Fragmented	TRINITY_DN40322_c5_g2_i1	1410.5	759
EOG090X005Q	Complete	TRINITY_DN32125_c0_g2_i1	419.0	952
EOG090X0064	Duplicated	TRINITY_DN38861_c0_g1_i1	3255.7	1508
EOG090X0064	Duplicated	TRINITY_DN38861_c0_g1_i2	3245.7	1508
EOG090X00BV	Complete	TRINITY_DN40520_c11_g1_i2	589.1	797
EOG090X00BY	Duplicated	TRINITY_DN41612_c4_g1_i10	2885.6	1636
EOG090X00BY	Duplicated	TRINITY_DN41612_c4_g1_i16	2885.6	1636
EOG090X00BY	Duplicated	TRINITY_DN41612_c4_g1_i17	2885.6	1636
EOG090X00DN	Complete	TRINITY_DN42174_c3_g5_i2	1867.8	1043
EOG090X00E0	Complete	TRINITY_DN37115_c0_g2_i1	810.3	723
EOG090X00FC	Duplicated	TRINITY_DN41671_c3_g2_i4	1144.1	782
EOG090X00FC	Duplicated	TRINITY_DN41671_c3_g2_i5	1144.3	782
EOG090X00FC	Duplicated	TRINITY_DN41671_c3_g2_i8	1144.4	782
EOG090X00GC	Duplicated	TRINITY_DN39057_c0_g2_i1	1962.5	862
EOG090X00GC	Duplicated	TRINITY_DN39057_c0_g2_i2	1962.5	862
EOG090X00GO	Duplicated	TRINITY_DN41356_c11_g2_i1	1754.2	789
EOG090X00GO	Duplicated	TRINITY_DN41356_c11_g2_i3	1753.5	789
EOG090X00HD	Complete	TRINITY_DN41288_c6_g2_i1	1665.0	983
EOG090X00HY	Complete	TRINITY_DN39835_c8_g6_i1	1968.0	1095
EOG090X00I4	Duplicated	TRINITY_DN39629_c6_g1_i2	1021.4	712
EOG090X00I4	Duplicated	TRINITY_DN39629_c6_g1_i7	1019.4	712
EOG090X00I4	Duplicated	TRINITY_DN39629_c6_g1_i8	1021.0	712
EOG090X00J5	Duplicated	TRINITY_DN39678_c3_g1_i1	370.6	799
EOG090X00J5	Duplicated	TRINITY_DN39678_c3_g1_i2	343.0	733
EOG090X00J5	Duplicated	TRINITY_DN39678_c3_g1_i3	376.5	811
EOG090X00JH	Complete	TRINITY_DN38662_c0_g1_i2	582.7	333
EOG090X00LI	Complete	TRINITY_DN36480_c0_g1_i1	1339.1	679
EOG090X00M6	Complete	TRINITY_DN40606_c5_g9_i1	783.2	426
EOG090X00MP	Duplicated	TRINITY_DN41896_c2_g1_i11	935.1	527
EOG090X00MP	Duplicated	TRINITY_DN41896_c2_g1_i12	934.7	527
EOG090X00MP	Duplicated	TRINITY_DN41896_c2_g1_i7	934.7	527
EOG090X00NX	Fragmented	TRINITY_DN39738_c4_g1_i1	272.5	151
EOG090X00PD	Fragmented	TRINITY_DN35309_c0_g2_i1	159.3	147
EOG090X00QE	Complete	TRINITY_DN40788_c1_g7_i1	775.7	405
EOG090X00QS	Fragmented	TRINITY_DN34417_c0_g1_i1	191.8	100
EOG090X00RF	Fragmented	TRINITY_DN40342_c2_g4_i2	318.0	407
EOG090X00RJ	Complete	TRINITY_DN40760_c10_g7_i1	1496.7	713
EOG090X00SQ	Fragmented	TRINITY_DN41150_c3_g5_i1	233.4	124
EOG090X00ST	Complete	TRINITY_DN40795_c3_g6_i3	1283.8	720
EOG090X00TB	Duplicated	TRINITY_DN40332_c3_g2_i2	1633.2	1222
EOG090X00TB	Duplicated	TRINITY_DN40332_c3_g2_i3	1550.6	762
EOG090X00U2	Fragmented	TRINITY_DN40977_c5_g5_i1	224.2	285
EOG090X00U8	Complete	TRINITY_DN35581_c0_g2_i1	1747.5	985
EOG090X00V6	Duplicated	TRINITY_DN39918_c5_g1_i3	1788.5	865
EOG090X00V6	Duplicated	TRINITY_DN39918_c5_g1_i6	1787.6	865
EOG090X00V6	Duplicated	TRINITY_DN39918_c5_g1_i7	1788.4	865
EOG090X00VK	Fragmented	TRINITY_DN46029_c0_g1_i1	160.7	95
EOG090X00WU	Missing
EOG090X00X3	Duplicated	TRINITY_DN40201_c5_g5_i1	720.9	727
EOG090X00X3	Duplicated	TRINITY_DN40201_c5_g5_i2	720.6	727
EOG090X0109	Complete	TRINITY_DN32322_c0_g3_i1	827.2	362
EOG090X010S	Fragmented	TRINITY_DN38855_c9_g7_i1	389.1	256
EOG090X0131	Complete	TRINITY_DN39117_c5_g1_i3	849.4	643
EOG090X013U	Complete	TRINITY_DN37272_c0_g1_i1	364.9	318
EOG090X0141	Fragmented	TRINITY_DN35965_c0_g3_i1	220.1	105
EOG090X0143	Complete	TRINITY_DN36070_c0_g3_i1	629.6	420
EOG090X014A	Fragmented	TRINITY_DN36704_c0_g8_i1	340.3	178
EOG090X014D	Complete	TRINITY_DN40636_c7_g1_i2	1088.6	744
EOG090X014G	Complete	TRINITY_DN42263_c10_g2_i3	1520.8	825
EOG090X0154	Fragmented	TRINITY_DN27744_c0_g3_i1	287.6	149
EOG090X015P	Complete	TRINITY_DN38957_c8_g3_i1	219.7	424
EOG090X017M	Fragmented	TRINITY_DN38262_c0_g1_i1	277.1	160
EOG090X017N	Missing
EOG090X017X	Complete	TRINITY_DN38675_c6_g10_i1	937.9	519
EOG090X0181	Complete	TRINITY_DN38402_c0_g1_i1	1083.5	668
EOG090X018J	Fragmented	TRINITY_DN21972_c0_g2_i1	235.2	138
EOG090X019S	Complete	TRINITY_DN23820_c0_g1_i1	69.1	160
EOG090X01A3	Duplicated	TRINITY_DN38389_c0_g1_i2	1005.8	575
EOG090X01A3	Duplicated	TRINITY_DN38389_c0_g1_i4	1005.9	573
EOG090X01A3	Duplicated	TRINITY_DN38389_c0_g1_i5	1014.2	573
EOG090X01AN	Fragmented	TRINITY_DN30484_c0_g1_i1	164.3	78
EOG090X01B4	Complete	TRINITY_DN36870_c0_g1_i2	1278.5	664
EOG090X01BP	Complete	TRINITY_DN35244_c0_g6_i1	153.8	108
EOG090X01BU	Duplicated	TRINITY_DN38810_c13_g1_i1	734.3	508
EOG090X01BU	Duplicated	TRINITY_DN38810_c13_g1_i2	733.7	508
EOG090X01EL	Complete	TRINITY_DN41022_c0_g3_i2	1087.8	625
EOG090X01EZ	Complete	TRINITY_DN40636_c9_g3_i1	1169.1	641
EOG090X01F7	Complete	TRINITY_DN40585_c2_g7_i1	930.7	666
EOG090X01FD	Complete	TRINITY_DN37177_c0_g1_i1	639.2	451
EOG090X01FO	Complete	TRINITY_DN41053_c5_g1_i1	1473.3	738
EOG090X01G2	Duplicated	TRINITY_DN39428_c2_g2_i1	1025.9	610
