# BUSCO version is: 3.0.2 
# The lineage dataset is: arthropoda_odb9 (Creation date: 2017-02-07, number of species: 60, number of BUSCOs: 1066)
# To reproduce this run: python /home/she/opt/busco-master/scripts/run_BUSCO.py -i LS26_Trinity.fasta -o LS26_busco -l /home/she/database/arthropoda_odb9/ -m transcriptome -c 20
#
# Busco id	Status	Sequence	Score	Length
EOG090X0007	Complete	TRINITY_DN39268_c1_g6_i1	500.7	936
EOG090X002Z	Fragmented	TRINITY_DN29725_c0_g1_i1	59.2	55
EOG090X005G	Complete	TRINITY_DN40610_c2_g4_i1	2313.5	1183
EOG090X005Q	Fragmented	TRINITY_DN39664_c1_g5_i1	475.5	487
EOG090X0064	Complete	TRINITY_DN40844_c2_g1_i1	3254.2	1508
EOG090X00BV	Complete	TRINITY_DN37021_c0_g1_i1	460.1	664
EOG090X00BY	Complete	TRINITY_DN38488_c2_g1_i10	2335.2	1375
EOG090X00DN	Complete	TRINITY_DN38786_c8_g3_i1	1725.4	957
EOG090X00E0	Complete	TRINITY_DN40034_c5_g1_i12	971.4	904
EOG090X00FC	Duplicated	TRINITY_DN40054_c3_g2_i7	1150.0	777
EOG090X00FC	Duplicated	TRINITY_DN40054_c3_g2_i8	1150.0	777
EOG090X00FC	Duplicated	TRINITY_DN40054_c3_g2_i9	1149.8	780
EOG090X00GC	Complete	TRINITY_DN40455_c2_g1_i1	1961.6	862
EOG090X00GO	Duplicated	TRINITY_DN39762_c0_g1_i10	2287.2	1030
EOG090X00GO	Duplicated	TRINITY_DN39762_c0_g1_i9	2287.9	1030
EOG090X00HD	Complete	TRINITY_DN39202_c1_g2_i1	1672.7	977
EOG090X00HY	Duplicated	TRINITY_DN38978_c4_g1_i5	1966.6	1095
EOG090X00HY	Duplicated	TRINITY_DN38978_c4_g1_i8	1967.9	1095
EOG090X00I4	Duplicated	TRINITY_DN39969_c4_g2_i1	740.4	531
EOG090X00I4	Duplicated	TRINITY_DN39969_c4_g2_i3	738.2	531
EOG090X00I4	Duplicated	TRINITY_DN39969_c4_g2_i4	738.4	531
EOG090X00J5	Complete	TRINITY_DN34087_c0_g3_i1	170.1	341
EOG090X00JH	Complete	TRINITY_DN33426_c0_g3_i1	117.4	260
EOG090X00LI	Complete	TRINITY_DN40371_c12_g4_i1	930.2	482
EOG090X00M6	Complete	TRINITY_DN38774_c4_g11_i1	1350.9	715
EOG090X00MP	Duplicated	TRINITY_DN40372_c0_g2_i1	934.3	553
EOG090X00MP	Duplicated	TRINITY_DN40372_c0_g2_i3	940.6	527
EOG090X00MP	Duplicated	TRINITY_DN40372_c0_g2_i4	934.3	553
EOG090X00NX	Complete	TRINITY_DN40767_c7_g2_i1	226.8	254
EOG090X00PD	Complete	TRINITY_DN38535_c4_g2_i1	543.0	513
EOG090X00QE	Fragmented	TRINITY_DN39215_c4_g5_i1	381.8	227
EOG090X00QS	Complete	TRINITY_DN39354_c8_g2_i1	402.4	232
EOG090X00RF	Duplicated	TRINITY_DN39481_c7_g2_i1	297.8	453
EOG090X00RF	Duplicated	TRINITY_DN39481_c7_g2_i13	298.0	453
EOG090X00RJ	Duplicated	TRINITY_DN41014_c4_g1_i13	1026.5	449
EOG090X00RJ	Duplicated	TRINITY_DN41014_c4_g1_i2	1026.6	449
EOG090X00SQ	Fragmented	TRINITY_DN39260_c4_g3_i3	489.0	289
EOG090X00ST	Complete	TRINITY_DN39960_c3_g1_i1	475.2	324
EOG090X00TB	Duplicated	TRINITY_DN39004_c0_g1_i1	1549.2	746
EOG090X00TB	Duplicated	TRINITY_DN39004_c0_g1_i2	1403.3	573
EOG090X00U2	Fragmented	TRINITY_DN39426_c2_g1_i1	129.1	168
EOG090X00U8	Complete	TRINITY_DN38921_c6_g2_i1	1746.5	984
EOG090X00V6	Duplicated	TRINITY_DN38408_c7_g1_i1	1791.8	865
EOG090X00V6	Duplicated	TRINITY_DN38408_c7_g1_i3	1793.1	865
EOG090X00V6	Duplicated	TRINITY_DN38408_c7_g1_i7	1791.9	865
EOG090X00VK	Fragmented	TRINITY_DN24531_c0_g1_i1	454.5	241
EOG090X00WU	Fragmented	TRINITY_DN34300_c0_g1_i1	130.2	149
EOG090X00X3	Duplicated	TRINITY_DN40714_c3_g8_i2	875.1	501
EOG090X00X3	Duplicated	TRINITY_DN40714_c3_g8_i5	875.9	501
EOG090X0109	Complete	TRINITY_DN29887_c0_g3_i1	611.1	353
EOG090X010S	Duplicated	TRINITY_DN36435_c0_g1_i1	776.1	555
EOG090X010S	Duplicated	TRINITY_DN36435_c0_g1_i3	779.7	561
EOG090X0131	Complete	TRINITY_DN40887_c4_g1_i1	687.4	514
EOG090X013U	Complete	TRINITY_DN39708_c3_g1_i1	284.9	368
EOG090X0141	Complete	TRINITY_DN39124_c5_g4_i1	471.2	253
EOG090X0143	Complete	TRINITY_DN37591_c0_g1_i2	656.1	430
EOG090X014A	Fragmented	TRINITY_DN24391_c0_g1_i1	412.3	180
EOG090X014D	Duplicated	TRINITY_DN39746_c2_g1_i5	1094.5	744
EOG090X014D	Duplicated	TRINITY_DN39746_c2_g1_i8	940.2	654
EOG090X014G	Duplicated	TRINITY_DN40341_c4_g7_i1	1519.7	840
EOG090X014G	Duplicated	TRINITY_DN40341_c4_g7_i2	1519.6	840
EOG090X0154	Complete	TRINITY_DN40201_c0_g7_i1	365.2	245
EOG090X015P	Complete	TRINITY_DN33710_c0_g4_i1	496.9	259
EOG090X017M	Fragmented	TRINITY_DN29593_c0_g4_i1	251.2	116
EOG090X017N	Missing
EOG090X017X	Complete	TRINITY_DN38371_c6_g7_i1	809.7	455
EOG090X0181	Complete	TRINITY_DN39863_c0_g1_i2	1083.8	668
EOG090X018J	Fragmented	TRINITY_DN40416_c2_g4_i1	183.4	105
EOG090X019S	Complete	TRINITY_DN37809_c8_g1_i1	393.1	284
EOG090X01A3	Duplicated	TRINITY_DN40511_c7_g1_i4	700.5	475
EOG090X01A3	Duplicated	TRINITY_DN40511_c7_g1_i7	743.2	476
EOG090X01A3	Duplicated	TRINITY_DN40511_c7_g1_i8	735.1	477
EOG090X01AN	Fragmented	TRINITY_DN16385_c0_g1_i1	75.1	61
EOG090X01B4	Fragmented	TRINITY_DN38263_c4_g2_i2	440.8	214
EOG090X01BP	Complete	TRINITY_DN32816_c0_g2_i1	290.1	200
EOG090X01BU	Duplicated	TRINITY_DN38345_c15_g4_i1	689.6	478
EOG090X01BU	Duplicated	TRINITY_DN38345_c15_g4_i3	612.4	423
EOG090X01BU	Duplicated	TRINITY_DN38345_c15_g4_i4	689.5	478
EOG090X01EL	Complete	TRINITY_DN40219_c0_g1_i2	1107.6	619
EOG090X01EZ	Complete	TRINITY_DN41238_c4_g3_i1	1177.1	641
EOG090X01F7	Complete	TRINITY_DN39704_c6_g1_i2	942.3	663
EOG090X01FD	Fragmented	TRINITY_DN35904_c0_g1_i1	379.1	256
EOG090X01FO	Complete	TRINITY_DN40387_c6_g6_i1	1474.8	743
EOG090X01G2	Duplicated	TRINITY_DN39332_c0_g1_i1	1024.8	611
EOG090X01G2	Duplicated	TRINITY_DN39332_c0_g1_i4	1024.8	611
EOG090X01H4	Missing
EOG090X01HT	Duplicated	TRINITY_DN39332_c0_g2_i1	848.7	433
EOG090X01HT	Duplicated	TRINITY_DN39332_c0_g2_i2	848.9	433
EOG090X01HT	Duplicated	TRINITY_DN39332_c0_g2_i6	808.8	415
EOG090X01LO	Complete	TRINITY_DN39169_c4_g4_i1	293.1	407
EOG090X01LQ	Complete	TRINITY_DN34638_c0_g2_i1	284.8	222
EOG090X01LU	Duplicated	TRINITY_DN38331_c6_g1_i2	1045.7	493
EOG090X01LU	Duplicated	TRINITY_DN38331_c6_g1_i3	1045.6	493
EOG090X01LY	Duplicated	TRINITY_DN16512_c0_g1_i1	711.6	425
EOG090X01LY	Duplicated	TRINITY_DN16512_c0_g1_i2	777.6	465
EOG090X01MR	Duplicated	TRINITY_DN40162_c1_g2_i2	651.4	588
EOG090X01MR	Duplicated	TRINITY_DN40162_c1_g2_i3	648.9	588
EOG090X01NK	Complete	TRINITY_DN37212_c0_g1_i1	1183.6	687
EOG090X01NX	Complete	TRINITY_DN33266_c0_g3_i1	1330.2	675
EOG090X01OH	Fragmented	TRINITY_DN862_c0_g1_i1	186.3	101
EOG090X01OT	Fragmented	TRINITY_DN9151_c0_g2_i1	161.8	88
EOG090X01QS	Duplicated	TRINITY_DN35852_c0_g1_i2	603.2	340
EOG090X01QS	Duplicated	TRINITY_DN35852_c0_g1_i3	603.2	340
EOG090X01QX	Complete	TRINITY_DN24579_c0_g3_i1	162.8	93
EOG090X01R0	Fragmented	TRINITY_DN41357_c6_g20_i1	194.2	95
EOG090X01R1	Duplicated	TRINITY_DN38356_c1_g1_i2	1081.8	581
EOG090X01R1	Duplicated	TRINITY_DN38356_c1_g1_i3	1080.5	581
EOG090X01R1	Duplicated	TRINITY_DN38356_c1_g1_i6	1081.2	581
EOG090X01SN	Missing
EOG090X01U4	Duplicated	TRINITY_DN38490_c9_g2_i1	1009.3	589
EOG090X01U4	Duplicated	TRINITY_DN38490_c9_g2_i2	890.1	523
EOG090X01UE	Duplicated	TRINITY_DN33910_c0_g1_i1	1027.4	562
EOG090X01UE	Duplicated	TRINITY_DN33910_c0_g1_i2	1027.3	562
EOG090X01UY	Complete	TRINITY_DN38671_c9_g1_i1	1024.9	594
EOG090X01V1	Duplicated	TRINITY_DN38779_c6_g1_i4	585.3	353
EOG090X01V1	Duplicated	TRINITY_DN38779_c6_g1_i7	603.7	340
EOG090X01V1	Duplicated	TRINITY_DN38779_c6_g1_i8	602.7	340
EOG090X01W2	Fragmented	TRINITY_DN38229_c1_g5_i1	631.1	300
EOG090X01XB	Missing
EOG090X01YQ	Fragmented	TRINITY_DN38083_c8_g3_i1	532.3	239
EOG090X0205	Fragmented	TRINITY_DN36426_c0_g3_i2	233.7	182
EOG090X020Y	Duplicated	TRINITY_DN31416_c0_g2_i1	145.8	300
EOG090X020Y	Duplicated	TRINITY_DN38436_c4_g2_i1	138.2	223
EOG090X020Z	Fragmented	TRINITY_DN38678_c2_g4_i1	223.3	125
EOG090X021B	Complete	TRINITY_DN38775_c6_g2_i3	622.0	490
EOG090X023B	Missing
EOG090X024P	Fragmented	TRINITY_DN37479_c0_g2_i1	266.7	155
EOG090X0266	Duplicated	TRINITY_DN39312_c9_g1_i1	1020.5	643
EOG090X0266	Duplicated	TRINITY_DN39312_c9_g1_i2	1020.5	643
EOG090X0267	Duplicated	TRINITY_DN39598_c2_g4_i1	504.7	350
EOG090X0267	Duplicated	TRINITY_DN39598_c2_g4_i6	504.6	350
EOG090X0267	Duplicated	TRINITY_DN39598_c2_g4_i8	504.7	350
EOG090X026K	Duplicated	TRINITY_DN38923_c8_g3_i3	1034.1	633
EOG090X026K	Duplicated	TRINITY_DN38923_c8_g3_i4	1023.6	530
EOG090X026K	Duplicated	TRINITY_DN38923_c8_g3_i5	1033.6	632
EOG090X026V	Complete	TRINITY_DN37387_c0_g2_i2	454.5	362
EOG090X0272	Fragmented	TRINITY_DN38215_c3_g2_i1	160.6	120
EOG090X0279	Duplicated	TRINITY_DN37778_c9_g1_i3	536.8	286
EOG090X0279	Duplicated	TRINITY_DN37778_c9_g4_i1	459.1	246
EOG090X027A	Complete	TRINITY_DN36486_c0_g1_i1	932.0	571
EOG090X027R	Duplicated	TRINITY_DN38401_c4_g1_i1	1037.5	554
EOG090X027R	Duplicated	TRINITY_DN38401_c4_g1_i3	1037.4	554
EOG090X027U	Fragmented	TRINITY_DN41277_c0_g3_i1	232.5	185
EOG090X0289	Complete	TRINITY_DN22933_c0_g1_i1	649.7	555
EOG090X028A	Duplicated	TRINITY_DN36768_c0_g1_i1	694.5	480
EOG090X028A	Duplicated	TRINITY_DN36768_c0_g1_i2	621.9	436
EOG090X028B	Complete	TRINITY_DN39875_c7_g5_i1	315.9	249
EOG090X028J	Duplicated	TRINITY_DN23388_c0_g1_i2	339.4	268
EOG090X028J	Duplicated	TRINITY_DN23388_c0_g1_i4	346.6	257
EOG090X0294	Complete	TRINITY_DN38431_c3_g3_i1	1196.0	633
EOG090X0296	Duplicated	TRINITY_DN38149_c4_g1_i3	940.8	638
EOG090X0296	Duplicated	TRINITY_DN38149_c4_g1_i4	940.6	638
EOG090X0296	Duplicated	TRINITY_DN38149_c4_g1_i6	940.7	638
EOG090X02BU	Missing
EOG090X02BW	Fragmented	TRINITY_DN35094_c0_g1_i1	353.1	281
EOG090X02C6	Complete	TRINITY_DN26969_c0_g2_i1	725.2	373
EOG090X02CC	Complete	TRINITY_DN51643_c0_g1_i1	904.0	566
EOG090X02D0	Complete	TRINITY_DN39431_c4_g7_i1	147.2	106
EOG090X02DA	Complete	TRINITY_DN37995_c6_g2_i1	415.4	202
EOG090X02DF	Complete	TRINITY_DN39532_c3_g5_i2	1041.5	491
EOG090X02DX	Fragmented	TRINITY_DN44572_c0_g1_i1	145.8	151
EOG090X02DZ	Fragmented	TRINITY_DN39444_c13_g10_i1	431.7	230
EOG090X02EM	Complete	TRINITY_DN39369_c9_g2_i3	379.0	245
EOG090X02EP	Fragmented	TRINITY_DN35597_c0_g2_i1	326.5	198
EOG090X02FO	Complete	TRINITY_DN40364_c2_g1_i1	769.6	342
EOG090X02G1	Complete	TRINITY_DN23131_c0_g2_i1	818.2	520
EOG090X02H3	Complete	TRINITY_DN40265_c9_g1_i1	298.9	231
EOG090X02H9	Complete	TRINITY_DN38192_c16_g1_i1	253.1	476
EOG090X02HV	Complete	TRINITY_DN38853_c11_g1_i1	870.7	640
EOG090X02I4	Duplicated	TRINITY_DN40349_c3_g1_i1	427.0	434
EOG090X02I4	Duplicated	TRINITY_DN40349_c3_g1_i2	426.8	434
