# BUSCO version is: 3.0.2 
# The lineage dataset is: arthropoda_odb9 (Creation date: 2017-02-07, number of species: 60, number of BUSCOs: 1066)
# To reproduce this run: python /home/she/opt/busco-master/scripts/run_BUSCO.py -i LS29_Trinity.fasta -o LS29_busco -l /home/she/database/arthropoda_odb9/ -m transcriptome -c 20
#
# Busco id	Status	Sequence	Score	Length
EOG090X0007	Duplicated	TRINITY_DN35826_c3_g1_i1	363.6	1061
EOG090X0007	Duplicated	TRINITY_DN35826_c3_g1_i2	377.3	1081
EOG090X002Z	Fragmented	TRINITY_DN46579_c0_g1_i1	104.4	75
EOG090X005G	Complete	TRINITY_DN37981_c3_g1_i2	2750.4	1315
EOG090X005Q	Complete	TRINITY_DN35211_c0_g2_i1	351.5	907
EOG090X0064	Duplicated	TRINITY_DN37506_c6_g5_i2	3251.3	1508
EOG090X0064	Duplicated	TRINITY_DN37506_c6_g5_i3	3251.2	1509
EOG090X00BV	Complete	TRINITY_DN34714_c0_g1_i1	1327.7	920
EOG090X00BY	Duplicated	TRINITY_DN37611_c3_g1_i2	2915.8	1642
EOG090X00BY	Duplicated	TRINITY_DN37611_c3_g1_i4	2918.1	1645
EOG090X00BY	Duplicated	TRINITY_DN37611_c3_g1_i7	2917.9	1645
EOG090X00DN	Complete	TRINITY_DN36764_c2_g1_i12	1875.5	1043
EOG090X00E0	Complete	TRINITY_DN36295_c4_g1_i2	766.9	746
EOG090X00FC	Duplicated	TRINITY_DN36999_c5_g1_i11	1146.9	776
EOG090X00FC	Duplicated	TRINITY_DN36999_c5_g1_i12	1146.0	776
EOG090X00FC	Duplicated	TRINITY_DN36999_c5_g1_i13	1146.5	774
EOG090X00GC	Duplicated	TRINITY_DN37833_c6_g3_i1	1961.7	862
EOG090X00GC	Duplicated	TRINITY_DN37833_c6_g3_i5	1961.9	862
EOG090X00GO	Duplicated	TRINITY_DN36922_c4_g1_i1	2287.4	1030
EOG090X00GO	Duplicated	TRINITY_DN36922_c4_g1_i2	2288.1	1030
EOG090X00HD	Complete	TRINITY_DN37733_c2_g1_i1	1675.9	977
EOG090X00HY	Complete	TRINITY_DN35654_c9_g1_i2	1965.0	1095
EOG090X00I4	Complete	TRINITY_DN35597_c9_g4_i1	1024.2	697
EOG090X00J5	Complete	TRINITY_DN38021_c4_g5_i1	437.8	295
EOG090X00JH	Duplicated	TRINITY_DN37924_c9_g5_i1	577.4	326
EOG090X00JH	Duplicated	TRINITY_DN37924_c9_g5_i3	577.4	326
EOG090X00LI	Complete	TRINITY_DN37133_c6_g7_i1	1852.1	941
EOG090X00M6	Complete	TRINITY_DN36843_c8_g10_i1	1196.6	626
EOG090X00MP	Duplicated	TRINITY_DN38984_c2_g2_i12	932.7	528
EOG090X00MP	Duplicated	TRINITY_DN38984_c2_g2_i15	932.1	528
EOG090X00MP	Duplicated	TRINITY_DN38984_c2_g2_i6	932.1	528
EOG090X00NX	Complete	TRINITY_DN35933_c4_g2_i1	437.7	291
EOG090X00PD	Complete	TRINITY_DN37270_c2_g3_i2	545.5	531
EOG090X00QE	Fragmented	TRINITY_DN32755_c0_g3_i1	391.8	188
EOG090X00QS	Fragmented	TRINITY_DN43796_c0_g1_i1	341.2	189
EOG090X00RF	Complete	TRINITY_DN36757_c9_g2_i3	577.5	548
EOG090X00RJ	Complete	TRINITY_DN36579_c7_g5_i1	1179.5	546
EOG090X00SQ	Fragmented	TRINITY_DN33905_c0_g2_i1	179.6	112
EOG090X00ST	Complete	TRINITY_DN36699_c9_g1_i7	1282.4	721
EOG090X00TB	Complete	TRINITY_DN35963_c7_g3_i1	1270.5	517
EOG090X00U2	Fragmented	TRINITY_DN36392_c4_g4_i1	220.6	328
EOG090X00U8	Complete	TRINITY_DN38815_c5_g4_i3	1745.7	1009
EOG090X00V6	Duplicated	TRINITY_DN38538_c5_g1_i1	1791.0	865
EOG090X00V6	Duplicated	TRINITY_DN38538_c5_g1_i3	1790.7	865
EOG090X00V6	Duplicated	TRINITY_DN38538_c5_g1_i4	1790.7	865
EOG090X00VK	Fragmented	TRINITY_DN38023_c7_g7_i1	216.0	184
EOG090X00WU	Complete	TRINITY_DN32494_c0_g1_i1	231.9	340
EOG090X00X3	Complete	TRINITY_DN35358_c13_g2_i3	573.6	685
EOG090X0109	Complete	TRINITY_DN37205_c4_g6_i1	1528.1	786
EOG090X010S	Duplicated	TRINITY_DN34077_c0_g1_i1	791.3	570
EOG090X010S	Duplicated	TRINITY_DN34077_c0_g1_i2	727.9	500
EOG090X0131	Complete	TRINITY_DN36483_c4_g2_i2	854.4	643
EOG090X013U	Complete	TRINITY_DN35401_c4_g8_i1	431.6	508
EOG090X0141	Duplicated	TRINITY_DN35788_c5_g2_i3	523.2	270
EOG090X0141	Duplicated	TRINITY_DN35788_c5_g2_i5	525.5	270
EOG090X0143	Duplicated	TRINITY_DN38424_c2_g2_i2	630.5	484
EOG090X0143	Duplicated	TRINITY_DN38424_c2_g5_i1	614.4	425
EOG090X014A	Fragmented	TRINITY_DN33112_c0_g1_i1	371.6	203
EOG090X014D	Complete	TRINITY_DN37901_c3_g1_i10	1088.8	744
EOG090X014G	Duplicated	TRINITY_DN35696_c3_g3_i2	1523.7	825
EOG090X014G	Duplicated	TRINITY_DN35696_c3_g3_i3	1520.9	825
EOG090X0154	Complete	TRINITY_DN38307_c5_g1_i2	953.1	596
EOG090X015P	Complete	TRINITY_DN31337_c0_g2_i1	742.9	407
EOG090X017M	Complete	TRINITY_DN38707_c3_g7_i1	472.7	333
EOG090X017N	Missing
EOG090X017X	Complete	TRINITY_DN36207_c5_g1_i1	1535.6	785
EOG090X0181	Duplicated	TRINITY_DN38473_c1_g1_i1	994.9	618
EOG090X0181	Duplicated	TRINITY_DN38473_c1_g1_i2	1081.4	668
EOG090X0181	Duplicated	TRINITY_DN38473_c1_g1_i6	1081.5	668
EOG090X018J	Duplicated	TRINITY_DN36180_c6_g1_i1	115.5	378
EOG090X018J	Duplicated	TRINITY_DN36180_c6_g1_i4	113.1	391
EOG090X019S	Fragmented	TRINITY_DN30912_c0_g1_i1	132.3	118
EOG090X01A3	Duplicated	TRINITY_DN38782_c0_g1_i2	1048.5	623
EOG090X01A3	Duplicated	TRINITY_DN38782_c0_g1_i25	1048.6	623
