#                                                                       --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#        ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
TRINITY_DN40806_c0_g2_i1.p1  -          Apaf-caspas          -            1.4e-35  124.8   5.3   1.5e-35  124.6   5.3   1.0   1   0   0   1   1   1   1 TRINITY_DN40806_c0_g2~~TRINITY_DN40806_c0_g2_i1.p1  ORF type:internal len:91 (+),score=12.47 TRINITY_DN40806_c0_g2_i1:2-271(+)
TRINITY_DN31303_c0_g1_i1.p1  -          Apaf-caspas          -            2.4e-24   87.5   0.0   2.6e-24   87.4   0.0   1.0   1   0   0   1   1   1   1 TRINITY_DN31303_c0_g1~~TRINITY_DN31303_c0_g1_i1.p1  ORF type:internal len:102 (+),score=24.47,CRADD_MOUSE|36.508|1.14e-06,CARD|PF00619.20|2.7e-19,CARD_2|PF16739.4|7.8e-05,DUF3140|PF11338.7|0.01 TRINITY_DN31303_c0_g1_i1:2-304(+)
TRINITY_DN49883_c1_g3_i4.p1  -          Apaf-caspas          -              5e-24   86.5  13.3   0.00019   21.6   0.0   7.0   3   3   4   7   7   7   6 TRINITY_DN49883_c1_g3~~TRINITY_DN49883_c1_g3_i4.p1  ORF type:complete len:854 (-),score=170.94,YY46_NOSS1|25.484|8.03e-58,YY46_NOSS1|23.717|4.51e-39,YY46_NOSS1|23.000|3.46e-37,YY46_NOSS1|24.181|3.12e-27,WD40|PF00400.31|2.5e-07,WD40|PF00400.31|1.3e+02,WD40|PF00400.31|0.0014,WD40|PF00400.31|2.8e+02,WD40|PF00400.31|0.064,WD40|PF00400.31|0.24,WD40|PF00400.31|0.0012,WD40|PF00400.31|9e-10,WD40|PF00400.31|36,WD40|PF00400.31|2.4,WD40|PF00400.31|0.2,WD40|PF00400.31|0.0026,WD40|PF00400.31|1.9e-07,ANAPC4_WD40|PF12894.6|1.3e+02,ANAPC4_WD40|PF12894.6|4.1,ANAPC4_WD40|PF12894.6|1.5,ANAPC4_WD40|PF12894.6|2,ANAPC4_WD40|PF12894.6|0.0027,ANAPC4_WD40|PF12894.6|0.5,ANAPC4_WD40|PF12894.6|5e+02,ANAPC4_WD40|PF12894.6|71,ANAPC4_WD40|PF12894.6|37,WD40_like|PF17005.4|3.8,WD40_like|PF17005.4|0.025,WD40_like|PF17005.4|0.0048,WD40_like|PF17005.4|70,WD40_like|PF17005.4|63,WD40_like|PF17005.4|63,Ge1_WD40|PF16529.4|2.2e+03,Ge1_WD40|PF16529.4|2.1,Ge1_WD40|PF16529.4|1.2e+02,Ge1_WD40|PF16529.4|3.8e+02,Frtz|PF11768.7|7.4,Frtz|PF11768.7|9,Frtz|PF11768.7|4.5e+02,Frtz|PF11768.7|2.6e+02,Frtz|PF11768.7|1.5e+03,EBP|PF05241.11|4.9 TRINITY_DN49883_c1_g3_i4:522-3002(-)
TRINITY_DN49812_c5_g7_i1.p1  -          Apaf-caspas          -            6.3e-24   86.2   0.0   6.6e-24   86.1   0.0   1.0   1   0   0   1   1   1   1 TRINITY_DN49812_c5_g7~~TRINITY_DN49812_c5_g7_i1.p1  ORF type:5prime_partial len:120 (+),score=30.85 TRINITY_DN49812_c5_g7_i1:1-360(+)
TRINITY_DN49812_c5_g6_i1.p1  -          Apaf-caspas          -            4.9e-21   76.6   0.0   5.7e-21   76.4   0.0   1.0   1   0   0   1   1   1   1 TRINITY_DN49812_c5_g6~~TRINITY_DN49812_c5_g6_i1.p1  ORF type:3prime_partial len:146 (-),score=31.95,KTNB1_CHICK|28.261|4.51e-06,ANAPC4_WD40|PF12894.6|5.1e+02,ANAPC4_WD40|PF12894.6|40,ANAPC4_WD40|PF12894.6|0.0074,WD40|PF00400.31|32,WD40|PF00400.31|19,WD40|PF00400.31|2.2,WD40|PF00400.31|1.2e+03,DUF4571|PF15137.5|0.06 TRINITY_DN49812_c5_g6_i1:3-437(-)
TRINITY_DN45451_c0_g1_i1.p1  -          Apaf-caspas          -              4e-20   73.6   0.0   0.00011   22.4   0.0   4.5   1   1   2   4   4   4   4 TRINITY_DN45451_c0_g1~~TRINITY_DN45451_c0_g1_i1.p1  ORF type:complete len:908 (+),score=183.62,PWP2_PONAB|52.429|0.0,WD40|PF00400.31|0.028,WD40|PF00400.31|0.0041,WD40|PF00400.31|3.3e+02,WD40|PF00400.31|1.6e+03,WD40|PF00400.31|3.6e+02,WD40|PF00400.31|2.7e-07,WD40|PF00400.31|0.00061,WD40|PF00400.31|1.1e+02,WD40|PF00400.31|3.4e-05,WD40|PF00400.31|4.2e+03,WD40|PF00400.31|28,WD40|PF00400.31|1.7e+03,ANAPC4_WD40|PF12894.6|0.062,ANAPC4_WD40|PF12894.6|1.4e+02,ANAPC4_WD40|PF12894.6|0.008,ANAPC4_WD40|PF12894.6|0.036,ANAPC4_WD40|PF12894.6|0.32,ANAPC4_WD40|PF12894.6|3.8,ANAPC4_WD40|PF12894.6|6.4e+03,ANAPC4_WD40|PF12894.6|1,ANAPC4_WD40|PF12894.6|1.2,ANAPC4_WD40|PF12894.6|5.2e+02,Utp12|PF04003.11|3.3e-23,WD40_like|PF17005.4|0.94,WD40_like|PF17005.4|0.0002,WD40_like|PF17005.4|7e+02,eIF2A|PF08662.10|39,eIF2A|PF08662.10|1e+03,eIF2A|PF08662.10|0.0014,eIF2A|PF08662.10|1.2e+02,eIF2A|PF08662.10|83,eIF2A|PF08662.10|6.6e+03,Ge1_WD40|PF16529.4|2.1e+02,Ge1_WD40|PF16529.4|2.1e+02,Ge1_WD40|PF16529.4|0.24,Ge1_WD40|PF16529.4|17,Ge1_WD40|PF16529.4|6.4e+02,Ge1_WD40|PF16529.4|0.58,Ge1_WD40|PF16529.4|1.4e+03,Nup160|PF11715.7|3.2e+03,Nup160|PF11715.7|10,Nup160|PF11715.7|9.6,Nup160|PF11715.7|0.29,UTP15_C|PF09384.9|0.0094,Utp21|PF04192.11|0.014,IKI3|PF04762.11|0.82,IKI3|PF04762.11|1.1e+02,Coatomer_WDAD|PF04053.13|1.7,Coatomer_WDAD|PF04053.13|1.6e+02,Coatomer_WDAD|PF04053.13|4e+03,PD40|PF07676.11|3.3e+03,PD40|PF07676.11|4e+03,PD40|PF07676.11|2e+02,PD40|PF07676.11|2.7e+03,PD40|PF07676.11|29,Utp13|PF08625.10|0.2,Kelch_4|PF13418.5|1.2e+03,Kelch_4|PF13418.5|1.8e+03,Kelch_4|PF13418.5|4.8e+03,Kelch_4|PF13418.5|5.5 TRINITY_DN45451_c0_g1_i1:145-2868(+)
TRINITY_DN45451_c0_g1_i2.p1  -          Apaf-caspas          -            4.4e-20   73.4   0.0   0.00011   22.4   0.0   4.5   1   1   2   4   4   4   4 TRINITY_DN45451_c0_g1~~TRINITY_DN45451_c0_g1_i2.p1  ORF type:complete len:922 (+),score=186.29,PWP2_PONAB|52.429|0.0,WD40|PF00400.31|0.029,WD40|PF00400.31|0.0042,WD40|PF00400.31|3.3e+02,WD40|PF00400.31|1.6e+03,WD40|PF00400.31|3.7e+02,WD40|PF00400.31|2.7e-07,WD40|PF00400.31|0.00062,WD40|PF00400.31|1.1e+02,WD40|PF00400.31|3.5e-05,WD40|PF00400.31|4.2e+03,WD40|PF00400.31|28,WD40|PF00400.31|1.7e+03,ANAPC4_WD40|PF12894.6|0.063,ANAPC4_WD40|PF12894.6|0.0082,ANAPC4_WD40|PF12894.6|0.037,ANAPC4_WD40|PF12894.6|0.29,ANAPC4_WD40|PF12894.6|3.9,ANAPC4_WD40|PF12894.6|6.1e+03,ANAPC4_WD40|PF12894.6|1,ANAPC4_WD40|PF12894.6|1.1,ANAPC4_WD40|PF12894.6|5.3e+02,Utp12|PF04003.11|3.4e-23,WD40_like|PF17005.4|0.96,WD40_like|PF17005.4|0.0002,WD40_like|PF17005.4|7.4e+02,eIF2A|PF08662.10|40,eIF2A|PF08662.10|1.1e+03,eIF2A|PF08662.10|0.0014,eIF2A|PF08662.10|1.2e+02,eIF2A|PF08662.10|85,eIF2A|PF08662.10|6.8e+03,Ge1_WD40|PF16529.4|2.3e+02,Ge1_WD40|PF16529.4|2.2e+02,Ge1_WD40|PF16529.4|0.25,Ge1_WD40|PF16529.4|18,Ge1_WD40|PF16529.4|6.5e+02,Ge1_WD40|PF16529.4|0.59,Ge1_WD40|PF16529.4|1.4e+03,Nup160|PF11715.7|3.3e+03,Nup160|PF11715.7|10,Nup160|PF11715.7|9,Nup160|PF11715.7|0.29,UTP15_C|PF09384.9|0.0096,Utp21|PF04192.11|0.014,IKI3|PF04762.11|0.83,IKI3|PF04762.11|1.1e+02,Coatomer_WDAD|PF04053.13|1.7,Coatomer_WDAD|PF04053.13|1.6e+02,Coatomer_WDAD|PF04053.13|4.1e+03,PD40|PF07676.11|3.3e+03,PD40|PF07676.11|4.1e+03,PD40|PF07676.11|2e+02,PD40|PF07676.11|2.8e+03,PD40|PF07676.11|30,Utp13|PF08625.10|0.2,Kelch_4|PF13418.5|1.2e+03,Kelch_4|PF13418.5|1.8e+03,Kelch_4|PF13418.5|4.9e+03,Kelch_4|PF13418.5|5.6 TRINITY_DN45451_c0_g1_i2:145-2910(+)
TRINITY_DN49230_c2_g1_i10.p1 -          Apaf-caspas          -            1.9e-18   68.0   0.5   2.4e-08   34.5   0.3   4.0   1   1   3   4   4   4   3 TRINITY_DN49230_c2_g1~~TRINITY_DN49230_c2_g1_i10.p1  ORF type:complete len:512 (+),score=149.41,SMU1_CHICK|84.990|0.0,WD40|PF00400.31|1.5e-06,WD40|PF00400.31|3.7e-05,WD40|PF00400.31|8.9e-06,WD40|PF00400.31|4.2e-08,WD40|PF00400.31|1.7e+04,WD40|PF00400.31|6.4e+02,WD40|PF00400.31|0.0032,ANAPC4_WD40|PF12894.6|0.0027,ANAPC4_WD40|PF12894.6|3.8e-05,ANAPC4_WD40|PF12894.6|0.0047,ANAPC4_WD40|PF12894.6|3.7e+02,ANAPC4_WD40|PF12894.6|5e+02,Ge1_WD40|PF16529.4|1.6e+03,Ge1_WD40|PF16529.4|0.0068,Ge1_WD40|PF16529.4|0.0036,Ge1_WD40|PF16529.4|0.0086,Nup160|PF11715.7|24,Nup160|PF11715.7|0.021,Nup160|PF11715.7|0.02,Nup160|PF11715.7|1.6e+02,PD40|PF07676.11|0.44,PD40|PF07676.11|2.8e+03,PD40|PF07676.11|9.9e+02,Hira|PF07569.10|1e+03,Hira|PF07569.10|8.9e+02,Hira|PF07569.10|59,Hira|PF07569.10|21,Hira|PF07569.10|1.2e+03 TRINITY_DN49230_c2_g1_i10:167-1702(+)
TRINITY_DN49230_c2_g1_i3.p1  -          Apaf-caspas          -            1.9e-18   68.0   0.5   2.4e-08   34.5   0.3   4.0   1   1   3   4   4   4   3 TRINITY_DN49230_c2_g1~~TRINITY_DN49230_c2_g1_i3.p1  ORF type:complete len:512 (+),score=149.41,SMU1_CHICK|84.990|0.0,WD40|PF00400.31|1.5e-06,WD40|PF00400.31|3.7e-05,WD40|PF00400.31|8.9e-06,WD40|PF00400.31|4.2e-08,WD40|PF00400.31|1.7e+04,WD40|PF00400.31|6.4e+02,WD40|PF00400.31|0.0032,ANAPC4_WD40|PF12894.6|0.0027,ANAPC4_WD40|PF12894.6|3.8e-05,ANAPC4_WD40|PF12894.6|0.0047,ANAPC4_WD40|PF12894.6|3.7e+02,ANAPC4_WD40|PF12894.6|5e+02,Ge1_WD40|PF16529.4|1.6e+03,Ge1_WD40|PF16529.4|0.0068,Ge1_WD40|PF16529.4|0.0036,Ge1_WD40|PF16529.4|0.0086,Nup160|PF11715.7|24,Nup160|PF11715.7|0.021,Nup160|PF11715.7|0.02,Nup160|PF11715.7|1.6e+02,PD40|PF07676.11|0.44,PD40|PF07676.11|2.8e+03,PD40|PF07676.11|9.9e+02,Hira|PF07569.10|1e+03,Hira|PF07569.10|8.9e+02,Hira|PF07569.10|59,Hira|PF07569.10|21,Hira|PF07569.10|1.2e+03 TRINITY_DN49230_c2_g1_i3:167-1702(+)
TRINITY_DN49230_c2_g1_i7.p1  -          Apaf-caspas          -            1.9e-18   68.0   0.5   2.4e-08   34.5   0.3   4.0   1   1   3   4   4   4   3 TRINITY_DN49230_c2_g1~~TRINITY_DN49230_c2_g1_i7.p1  ORF type:complete len:512 (+),score=149.41,SMU1_CHICK|84.990|0.0,WD40|PF00400.31|1.5e-06,WD40|PF00400.31|3.7e-05,WD40|PF00400.31|8.9e-06,WD40|PF00400.31|4.2e-08,WD40|PF00400.31|1.7e+04,WD40|PF00400.31|6.4e+02,WD40|PF00400.31|0.0032,ANAPC4_WD40|PF12894.6|0.0027,ANAPC4_WD40|PF12894.6|3.8e-05,ANAPC4_WD40|PF12894.6|0.0047,ANAPC4_WD40|PF12894.6|3.7e+02,ANAPC4_WD40|PF12894.6|5e+02,Ge1_WD40|PF16529.4|1.6e+03,Ge1_WD40|PF16529.4|0.0068,Ge1_WD40|PF16529.4|0.0036,Ge1_WD40|PF16529.4|0.0086,Nup160|PF11715.7|24,Nup160|PF11715.7|0.021,Nup160|PF11715.7|0.02,Nup160|PF11715.7|1.6e+02,PD40|PF07676.11|0.44,PD40|PF07676.11|2.8e+03,PD40|PF07676.11|9.9e+02,Hira|PF07569.10|1e+03,Hira|PF07569.10|8.9e+02,Hira|PF07569.10|59,Hira|PF07569.10|21,Hira|PF07569.10|1.2e+03 TRINITY_DN49230_c2_g1_i7:167-1702(+)
